order_id,customer_id,product_sku,quantity,unit_price,total_amount,order_date,shipping_status,payment_method
SALE-03697,ACC-02238,ITEM-3005,1,82.23,82.23,2023-05-28,Pending,Debit Card
SALE-03698,ACC-02150,ITEM-3020,4,18.67,74.68,2023-05-28,In Transit,Bank Transfer
SALE-03699,ACC-02409,ITEM-3017,1,107.6,107.6,2023-05-28,Cancelled,Bank Transfer
SALE-03700,ACC-02253,ITEM-3020,3,18.67,56.01,2023-05-29,Completed,Debit Card
SALE-03701,ACC-02144,ITEM-3017,1,107.6,107.6,2023-05-29,In Transit,Digital Wallet
SALE-03702,ACC-02134,ITEM-3019,1,9.01,9.01,2023-05-29,Completed,Digital Wallet
SALE-03703,ACC-02251,ITEM-3012,1,86.4,86.4,2023-05-29,Cancelled,Debit Card
SALE-03704,ACC-02315,ITEM-3008,1,37.6,37.6,2023-05-29,Pending,Debit Card
SALE-03705,ACC-02218,ITEM-3013,4,65.55,262.2,2023-05-30,Cancelled,PayPal
SALE-03706,ACC-02052,ITEM-3014,1,246.69,246.69,2023-05-30,Completed,Debit Card
SALE-03707,ACC-02350,ITEM-3020,1,18.67,18.67,2023-05-30,Cancelled,Cash on Delivery
SALE-03708,ACC-02472,ITEM-3018,1,26.2,26.2,2023-05-30,Returned,PayPal
SALE-03709,ACC-02279,ITEM-3004,1,153.99,153.99,2023-05-30,Delivered,Debit Card
SALE-03710,ACC-02104,ITEM-3010,1,43.98,43.98,2023-05-30,Pending,Cash on Delivery
SALE-03711,ACC-02179,ITEM-3017,1,107.6,107.6,2023-05-31,In Transit,Cash on Delivery
SALE-03712,ACC-02216,ITEM-3009,1,96.29,96.29,2023-05-31,In Transit,PayPal
SALE-03713,ACC-02263,ITEM-3017,1,107.6,107.6,2023-05-31,In Transit,PayPal
SALE-03714,ACC-02125,ITEM-3009,1,96.29,96.29,2023-05-31,Returned,Credit Card
SALE-03715,ACC-02306,ITEM-3007,1,119.53,119.53,2023-05-31,In Transit,PayPal
SALE-03716,ACC-02081,ITEM-3011,1,95.37,95.37,2023-06-01,Delivered,Digital Wallet
SALE-03717,ACC-02378,ITEM-3002,3,20.75,62.25,2023-06-01,Delivered,Bank Transfer
SALE-03718,ACC-02120,ITEM-3018,4,26.2,104.8,2023-06-01,Pending,Debit Card
SALE-03719,ACC-02205,ITEM-3003,3,14.26,42.78,2023-06-01,Delivered,PayPal
SALE-03720,ACC-02399,ITEM-3011,1,95.37,95.37,2023-06-02,Pending,Cash on Delivery
SALE-03721,ACC-02307,ITEM-3015,1,52.78,52.78,2023-06-02,In Transit,Debit Card
SALE-03722,ACC-02103,ITEM-3011,5,86.07,430.33,2023-06-02,Cancelled,Debit Card
SALE-03723,ACC-02352,ITEM-3007,2,119.53,239.06,2023-06-02,Cancelled,Credit Card
SALE-03724,ACC-02080,ITEM-3002,1,20.75,20.75,2023-06-03,Completed,Credit Card
SALE-03725,ACC-02285,ITEM-3015,4,54.37,217.47,2023-06-03,Processing,Bank Transfer
SALE-03726,ACC-02353,ITEM-3015,1,54.68,54.68,2023-06-03,Delivered,PayPal
SALE-03727,ACC-02390,ITEM-3001,1,289.35,289.35,2023-06-03,Processing,Digital Wallet
SALE-03728,ACC-02171,ITEM-3001,4,246.57,986.28,2023-06-04,Pending,PayPal
SALE-03729,ACC-02155,ITEM-3007,1,119.53,119.53,2023-06-04,Returned,Debit Card
SALE-03730,ACC-02404,ITEM-3008,1,37.6,37.6,2023-06-04,Completed,Credit Card
SALE-03731,ACC-02128,ITEM-3014,4,246.69,986.76,2023-06-04,Cancelled,Debit Card
SALE-03732,ACC-02010,ITEM-3014,3,246.69,740.07,2023-06-05,Pending,Debit Card
SALE-03733,ACC-02061,ITEM-3015,1,48.66,48.66,2023-06-05,Completed,Digital Wallet
SALE-03734,ACC-02461,ITEM-3016,1,128.41,128.41,2023-06-05,Delivered,Digital Wallet
SALE-03735,ACC-02054,ITEM-3007,1,103.75,103.75,2023-06-05,Returned,Bank Transfer
SALE-03736,ACC-02480,ITEM-3015,1,54.68,54.68,2023-06-05,Returned,Debit Card
SALE-03737,ACC-02406,ITEM-3004,1,153.99,153.99,2023-06-05,Pending,Debit Card
SALE-03738,ACC-02043,ITEM-3008,1,35.66,35.66,2023-06-05,Processing,Cash on Delivery
SALE-03739,ACC-02138,ITEM-3004,1,142.7,142.7,2023-06-05,Completed,Bank Transfer
SALE-03740,ACC-02265,ITEM-3009,1,85.44,85.44,2023-06-06,Returned,Credit Card
SALE-03741,ACC-02107,ITEM-3017,2,107.6,215.2,2023-06-06,Completed,PayPal
SALE-03742,ACC-02129,ITEM-3004,5,149.67,748.33,2023-06-06,Completed,Credit Card
SALE-03743,ACC-02090,ITEM-3007,1,119.53,119.53,2023-06-06,Processing,Cash on Delivery
SALE-03744,ACC-02022,ITEM-3013,3,65.55,196.65,2023-06-07,Pending,Cash on Delivery
SALE-03745,ACC-02319,ITEM-3019,3,9.01,27.03,2023-06-07,In Transit,Debit Card
SALE-03746,ACC-02188,ITEM-3006,1,370.64,370.64,2023-06-07,In Transit,Credit Card
SALE-03747,ACC-02012,ITEM-3001,1,289.35,289.35,2023-06-07,Cancelled,Cash on Delivery
SALE-03748,ACC-02065,ITEM-3019,1,9.01,9.01,2023-06-08,Delivered,Cash on Delivery
SALE-03749,ACC-02177,ITEM-3001,4,289.35,1157.4,2023-06-08,Delivered,Debit Card
SALE-03750,ACC-02101,ITEM-3011,5,95.37,476.85,2023-06-08,Processing,Debit Card
SALE-03751,ACC-02419,ITEM-3006,1,370.64,370.64,2023-06-08,Cancelled,Digital Wallet
SALE-03752,ACC-02166,ITEM-3007,1,109.32,109.32,2023-06-08,Cancelled,PayPal
SALE-03753,ACC-02428,ITEM-3002,1,20.34,20.34,2023-06-08,Processing,Digital Wallet
SALE-03754,ACC-02092,ITEM-3006,4,370.64,1482.56,2023-06-09,Processing,Bank Transfer
SALE-03755,ACC-02279,ITEM-3007,1,119.53,119.53,2023-06-09,Returned,Credit Card
SALE-03756,ACC-02277,ITEM-3008,1,37.6,37.6,2023-06-09,Pending,Bank Transfer
SALE-03757,ACC-02159,ITEM-3008,1,37.6,37.6,2023-06-09,Processing,Credit Card
SALE-03758,ACC-02031,ITEM-3012,5,86.4,432.0,2023-06-09,Returned,Debit Card
SALE-03759,ACC-02057,ITEM-3018,1,26.2,26.2,2023-06-09,Returned,PayPal
SALE-03760,ACC-02251,ITEM-3002,1,20.75,20.75,2023-06-10,Delivered,PayPal
SALE-03761,ACC-02134,ITEM-3007,2,102.77,205.55,2023-06-10,Completed,Cash on Delivery
SALE-03762,ACC-02494,ITEM-3004,1,153.99,153.99,2023-06-11,Processing,Debit Card
SALE-03763,ACC-02156,ITEM-3015,1,54.68,54.68,2023-06-11,Pending,PayPal
SALE-03764,ACC-02040,ITEM-3020,1,18.67,18.67,2023-06-11,Returned,PayPal
SALE-03765,ACC-02424,ITEM-3016,1,142.57,142.57,2023-06-11,Pending,Credit Card
SALE-03766,ACC-02226,ITEM-3002,1,19.35,19.35,2023-06-11,Pending,Credit Card
SALE-03767,ACC-02240,ITEM-3016,1,142.57,142.57,2023-06-11,Delivered,PayPal
SALE-03768,ACC-02276,ITEM-3006,1,350.55,350.55,2023-06-11,Pending,PayPal
SALE-03769,ACC-02256,ITEM-3004,1,153.99,153.99,2023-06-12,In Transit,Digital Wallet
SALE-03770,ACC-02276,ITEM-3018,1,26.2,26.2,2023-06-12,Pending,Debit Card
SALE-03771,ACC-02493,ITEM-3013,1,64.29,64.29,2023-06-12,Completed,Cash on Delivery
SALE-03772,ACC-02376,ITEM-3001,1,289.35,289.35,2023-06-12,Processing,Debit Card
SALE-03773,ACC-02370,ITEM-3018,1,26.2,26.2,2023-06-13,Returned,Bank Transfer
SALE-03774,ACC-02254,ITEM-3002,3,20.75,62.25,2023-06-13,Pending,Credit Card
SALE-03775,ACC-02321,ITEM-3015,4,54.68,218.72,2023-06-13,Pending,Credit Card
SALE-03776,ACC-02390,ITEM-3009,1,96.29,96.29,2023-06-13,Returned,Bank Transfer
SALE-03777,ACC-02031,ITEM-3013,3,65.55,196.65,2023-06-14,Pending,PayPal
SALE-03778,ACC-02199,ITEM-3005,1,82.23,82.23,2023-06-14,Delivered,Debit Card
SALE-03779,ACC-02179,ITEM-3003,3,12.2,36.59,2023-06-14,Processing,Credit Card
SALE-03780,ACC-02232,ITEM-3013,1,65.55,65.55,2023-06-14,Returned,PayPal
SALE-03781,ACC-02319,ITEM-3006,1,370.64,370.64,2023-06-14,Returned,Digital Wallet
SALE-03782,ACC-02158,ITEM-3007,1,117.49,117.49,2023-06-14,Processing,Debit Card
SALE-03783,ACC-02051,ITEM-3019,1,9.01,9.01,2023-06-14,Processing,PayPal
SALE-03784,ACC-02340,ITEM-3016,2,142.57,285.14,2023-06-15,Completed,PayPal
SALE-03785,ACC-02458,ITEM-3003,1,14.26,14.26,2023-06-15,Completed,Credit Card
SALE-03786,ACC-02313,ITEM-3003,1,13.3,13.3,2023-06-15,Processing,Debit Card
SALE-03787,ACC-02046,ITEM-3017,1,107.6,107.6,2023-06-15,Delivered,Debit Card
SALE-03788,ACC-02150,ITEM-3010,1,46.12,46.12,2023-06-15,In Transit,Bank Transfer
SALE-03789,ACC-02235,ITEM-3013,1,65.55,65.55,2023-06-16,Returned,Debit Card
SALE-03790,ACC-02340,ITEM-3017,1,104.73,104.73,2023-06-16,In Transit,PayPal
SALE-03791,ACC-02318,ITEM-3014,3,246.69,740.07,2023-06-16,Cancelled,PayPal
SALE-03792,ACC-02110,ITEM-3011,5,95.37,476.85,2023-06-16,Completed,Cash on Delivery
SALE-03793,ACC-02202,ITEM-3001,4,289.35,1157.4,2023-06-17,Cancelled,Credit Card
SALE-03794,ACC-02500,ITEM-3009,1,92.67,92.67,2023-06-17,Cancelled,Cash on Delivery
SALE-03795,ACC-02286,ITEM-3010,5,46.12,230.6,2023-06-17,Processing,Debit Card
SALE-03796,ACC-02414,ITEM-3015,1,54.68,54.68,2023-06-17,Delivered,Digital Wallet
SALE-03797,ACC-02040,ITEM-3006,1,370.64,370.64,2023-06-18,Delivered,Digital Wallet
SALE-03798,ACC-02446,ITEM-3014,1,246.69,246.69,2023-06-18,Completed,Debit Card
SALE-03799,ACC-02449,ITEM-3019,3,8.96,26.87,2023-06-18,In Transit,PayPal
SALE-03800,ACC-02116,ITEM-3014,2,246.69,493.38,2023-06-18,Completed,Digital Wallet
SALE-03801,ACC-02297,ITEM-3005,1,82.23,82.23,2023-06-18,Pending,Credit Card
SALE-03802,ACC-02128,ITEM-3006,1,370.64,370.64,2023-06-19,Processing,Digital Wallet
SALE-03803,ACC-02376,ITEM-3001,1,281.28,281.28,2023-06-19,Pending,Digital Wallet
SALE-03804,ACC-02230,ITEM-3013,1,65.55,65.55,2023-06-19,Pending,Digital Wallet
SALE-03805,ACC-02082,ITEM-3004,1,153.99,153.99,2023-06-19,Returned,PayPal
SALE-03806,ACC-02247,ITEM-3020,4,18.67,74.68,2023-06-19,Returned,Debit Card
SALE-03807,ACC-02092,ITEM-3002,1,20.75,20.75,2023-06-19,Cancelled,Cash on Delivery
SALE-03808,ACC-02337,ITEM-3014,1,244.26,244.26,2023-06-19,Delivered,Bank Transfer
SALE-03809,ACC-02059,ITEM-3019,5,9.01,45.05,2023-06-20,Cancelled,Digital Wallet
SALE-03810,ACC-02400,ITEM-3008,1,37.6,37.6,2023-06-20,Delivered,Digital Wallet
SALE-03811,ACC-02178,ITEM-3011,1,95.37,95.37,2023-06-20,In Transit,Digital Wallet
SALE-03812,ACC-02158,ITEM-3014,4,246.69,986.76,2023-06-21,In Transit,Cash on Delivery
SALE-03813,ACC-02084,ITEM-3011,1,95.37,95.37,2023-06-21,Processing,Debit Card
SALE-03814,ACC-02405,ITEM-3013,1,65.55,65.55,2023-06-21,Cancelled,Debit Card
SALE-03815,ACC-02078,ITEM-3004,1,153.99,153.99,2023-06-21,Cancelled,Bank Transfer
SALE-03816,ACC-02021,ITEM-3014,1,246.69,246.69,2023-06-21,In Transit,Credit Card
SALE-03817,ACC-02370,ITEM-3011,1,95.37,95.37,2023-06-21,Processing,Cash on Delivery
SALE-03818,ACC-02215,ITEM-3011,1,95.37,95.37,2023-06-21,Returned,Credit Card
SALE-03819,ACC-02387,ITEM-3003,1,14.26,14.26,2023-06-22,In Transit,Debit Card
SALE-03820,ACC-02482,ITEM-3018,1,26.2,26.2,2023-06-22,Pending,Cash on Delivery
SALE-03821,ACC-02403,ITEM-3008,1,37.6,37.6,2023-06-22,Processing,Cash on Delivery
SALE-03822,ACC-02028,ITEM-3005,1,82.23,82.23,2023-06-22,Returned,PayPal
SALE-03823,ACC-02438,ITEM-3011,1,83.89,83.89,2023-06-22,Cancelled,Credit Card
SALE-03824,ACC-02172,ITEM-3020,1,18.67,18.67,2023-06-23,Returned,Cash on Delivery
SALE-03825,ACC-02266,ITEM-3004,1,153.99,153.99,2023-06-23,Processing,Cash on Delivery
SALE-03826,ACC-02222,ITEM-3010,4,43.37,173.47,2023-06-23,Returned,Credit Card
SALE-03827,ACC-02233,ITEM-3003,1,14.26,14.26,2023-06-23,Processing,Bank Transfer
SALE-03828,ACC-02498,ITEM-3020,1,18.64,18.64,2023-06-23,Pending,Digital Wallet
SALE-03829,ACC-02304,ITEM-3011,2,90.99,181.98,2023-06-23,Returned,Cash on Delivery
SALE-03830,ACC-02268,ITEM-3011,1,95.37,95.37,2023-06-24,In Transit,Cash on Delivery
SALE-03831,ACC-02344,ITEM-3012,1,77.12,77.12,2023-06-24,In Transit,Debit Card
SALE-03832,ACC-02083,ITEM-3002,5,20.75,103.75,2023-06-24,Processing,Debit Card
SALE-03833,ACC-02164,ITEM-3003,1,14.26,14.26,2023-06-24,Returned,PayPal
SALE-03834,ACC-02102,ITEM-3016,1,142.57,142.57,2023-06-24,Cancelled,Digital Wallet
SALE-03835,ACC-02070,ITEM-3007,1,119.53,119.53,2023-06-24,Returned,Credit Card
SALE-03836,ACC-02255,ITEM-3004,4,153.99,615.96,2023-06-24,Pending,Bank Transfer
SALE-03837,ACC-02276,ITEM-3009,1,96.29,96.29,2023-06-25,Cancelled,Cash on Delivery
SALE-03838,ACC-02272,ITEM-3009,1,96.29,96.29,2023-06-25,Completed,Debit Card
SALE-03839,ACC-02034,ITEM-3004,1,153.99,153.99,2023-06-25,Returned,PayPal
SALE-03840,ACC-02368,ITEM-3003,4,14.26,57.04,2023-06-25,Returned,Debit Card
SALE-03841,ACC-02137,ITEM-3016,1,124.27,124.27,2023-06-25,In Transit,Debit Card
SALE-03842,ACC-02372,ITEM-3018,5,22.51,112.54,2023-06-25,Cancelled,Bank Transfer
SALE-03843,ACC-02357,ITEM-3002,1,20.75,20.75,2023-06-26,Completed,Digital Wallet
SALE-03844,ACC-02216,ITEM-3003,4,14.26,57.04,2023-06-26,Completed,Cash on Delivery
SALE-03845,ACC-02413,ITEM-3016,4,121.22,484.89,2023-06-26,In Transit,Digital Wallet
SALE-03846,ACC-02062,ITEM-3019,1,9.01,9.01,2023-06-26,Returned,Credit Card
SALE-03847,ACC-02354,ITEM-3003,1,14.26,14.26,2023-06-27,Cancelled,Debit Card
SALE-03848,ACC-02451,ITEM-3012,1,86.4,86.4,2023-06-27,Delivered,Debit Card
SALE-03849,ACC-02400,ITEM-3019,1,9.01,9.01,2023-06-27,Returned,Digital Wallet
SALE-03850,ACC-02378,ITEM-3020,1,18.67,18.67,2023-06-27,Cancelled,Cash on Delivery
SALE-03851,ACC-02447,ITEM-3010,1,46.12,46.12,2023-06-27,In Transit,Digital Wallet
SALE-03852,ACC-02405,ITEM-3018,1,21.95,21.95,2023-06-28,Cancelled,Cash on Delivery
SALE-03853,ACC-02176,ITEM-3011,3,95.37,286.11,2023-06-28,In Transit,Debit Card
SALE-03854,ACC-02456,ITEM-3020,1,15.38,15.38,2023-06-28,Pending,Credit Card
SALE-03855,ACC-02126,ITEM-3007,1,119.53,119.53,2023-06-28,Returned,Digital Wallet
SALE-03856,ACC-02150,ITEM-3014,1,246.69,246.69,2023-06-28,Cancelled,PayPal
SALE-03857,ACC-02288,ITEM-3006,3,370.64,1111.92,2023-06-29,Cancelled,Bank Transfer
SALE-03858,ACC-02289,ITEM-3009,1,84.72,84.72,2023-06-29,Pending,Bank Transfer
SALE-03859,ACC-02177,ITEM-3010,1,46.12,46.12,2023-06-29,Delivered,PayPal
SALE-03860,ACC-02312,ITEM-3005,1,82.23,82.23,2023-06-29,Processing,Digital Wallet
SALE-03861,ACC-02089,ITEM-3005,1,82.23,82.23,2023-06-29,Cancelled,Digital Wallet
SALE-03862,ACC-02278,ITEM-3001,1,248.75,248.75,2023-06-30,In Transit,Credit Card
SALE-03863,ACC-02348,ITEM-3004,1,131.49,131.49,2023-06-30,Returned,Debit Card
SALE-03864,ACC-02078,ITEM-3009,1,96.29,96.29,2023-06-30,Completed,Debit Card
SALE-03865,ACC-02207,ITEM-3010,4,46.12,184.48,2023-06-30,Cancelled,Bank Transfer
SALE-03866,ACC-02037,ITEM-3002,5,18.01,90.07,2023-07-01,Processing,PayPal
SALE-03867,ACC-02437,ITEM-3013,2,65.55,131.1,2023-07-01,Returned,Debit Card
SALE-03868,ACC-02140,ITEM-3001,1,289.35,289.35,2023-07-01,Returned,Digital Wallet
SALE-03869,ACC-02352,ITEM-3003,1,14.26,14.26,2023-07-01,Processing,Bank Transfer
SALE-03870,ACC-02081,ITEM-3003,1,14.26,14.26,2023-07-01,Delivered,Digital Wallet
SALE-03871,ACC-02217,ITEM-3001,1,289.35,289.35,2023-07-01,In Transit,Digital Wallet
SALE-03872,ACC-02415,ITEM-3004,2,153.99,307.98,2023-07-02,Completed,PayPal
SALE-03873,ACC-02366,ITEM-3017,1,107.6,107.6,2023-07-02,Completed,PayPal
SALE-03874,ACC-02335,ITEM-3005,1,79.89,79.89,2023-07-02,Processing,Debit Card
SALE-03875,ACC-02473,ITEM-3001,1,289.35,289.35,2023-07-02,Completed,Credit Card
SALE-03876,ACC-02493,ITEM-3003,1,14.26,14.26,2023-07-02,Delivered,Debit Card
SALE-03877,ACC-02272,ITEM-3016,1,142.17,142.17,2023-07-02,Delivered,Cash on Delivery
SALE-03878,ACC-02042,ITEM-3018,1,26.2,26.2,2023-07-03,In Transit,Bank Transfer
SALE-03879,ACC-02438,ITEM-3011,2,95.37,190.74,2023-07-03,Completed,Digital Wallet
SALE-03880,ACC-02443,ITEM-3004,1,153.99,153.99,2023-07-03,Returned,Credit Card
SALE-03881,ACC-02007,ITEM-3019,1,9.01,9.01,2023-07-03,In Transit,Cash on Delivery
SALE-03882,ACC-02343,ITEM-3017,1,107.6,107.6,2023-07-03,Delivered,Bank Transfer
SALE-03883,ACC-02264,ITEM-3013,1,65.55,65.55,2023-07-03,In Transit,Credit Card
SALE-03884,ACC-02440,ITEM-3008,1,37.6,37.6,2023-07-04,Completed,Credit Card
SALE-03885,ACC-02368,ITEM-3001,1,289.35,289.35,2023-07-04,Completed,Bank Transfer
SALE-03886,ACC-02306,ITEM-3014,1,207.64,207.64,2023-07-04,Processing,Debit Card
SALE-03887,ACC-02087,ITEM-3019,3,9.01,27.03,2023-07-05,In Transit,Digital Wallet
SALE-03888,ACC-02019,ITEM-3005,1,71.46,71.46,2023-07-05,Processing,Cash on Delivery
SALE-03889,ACC-02426,ITEM-3018,1,26.2,26.2,2023-07-05,Delivered,Bank Transfer
SALE-03890,ACC-02420,ITEM-3020,1,18.67,18.67,2023-07-06,Delivered,PayPal
SALE-03891,ACC-02214,ITEM-3020,1,18.67,18.67,2023-07-06,In Transit,Cash on Delivery
SALE-03892,ACC-02225,ITEM-3001,2,282.06,564.13,2023-07-06,Cancelled,Digital Wallet
SALE-03893,ACC-02473,ITEM-3005,1,82.23,82.23,2023-07-06,Delivered,Debit Card
SALE-03894,ACC-02215,ITEM-3010,1,46.12,46.12,2023-07-06,Delivered,Bank Transfer
SALE-03895,ACC-02457,ITEM-3001,1,277.4,277.4,2023-07-07,Pending,PayPal
SALE-03896,ACC-02065,ITEM-3014,1,246.69,246.69,2023-07-07,Delivered,PayPal
SALE-03897,ACC-02220,ITEM-3017,1,107.6,107.6,2023-07-07,Cancelled,Cash on Delivery
SALE-03898,ACC-02435,ITEM-3005,2,82.23,164.46,2023-07-08,Processing,Cash on Delivery
SALE-03899,ACC-02084,ITEM-3010,2,46.12,92.24,2023-07-08,In Transit,Debit Card
SALE-03900,ACC-02293,ITEM-3009,2,96.29,192.58,2023-07-08,Cancelled,Digital Wallet
SALE-03901,ACC-02499,ITEM-3014,3,218.15,654.45,2023-07-08,Processing,PayPal
SALE-03902,ACC-02185,ITEM-3002,1,17.35,17.35,2023-07-09,Cancelled,Bank Transfer
SALE-03903,ACC-02299,ITEM-3007,1,115.94,115.94,2023-07-09,Processing,Cash on Delivery
SALE-03904,ACC-02438,ITEM-3020,1,18.67,18.67,2023-07-09,Delivered,Cash on Delivery
SALE-03905,ACC-02281,ITEM-3019,1,9.01,9.01,2023-07-10,Cancelled,Bank Transfer
SALE-03906,ACC-02284,ITEM-3009,5,87.14,435.68,2023-07-10,Completed,Cash on Delivery
SALE-03907,ACC-02081,ITEM-3015,3,54.68,164.04,2023-07-10,Processing,PayPal
SALE-03908,ACC-02196,ITEM-3005,1,82.23,82.23,2023-07-11,Processing,Debit Card
SALE-03909,ACC-02086,ITEM-3007,1,119.53,119.53,2023-07-11,Delivered,Credit Card
SALE-03910,ACC-02378,ITEM-3005,5,82.23,411.15,2023-07-11,Returned,Credit Card
SALE-03911,ACC-02356,ITEM-3003,2,14.26,28.52,2023-07-11,Pending,Cash on Delivery
SALE-03912,ACC-02185,ITEM-3015,3,48.24,144.73,2023-07-11,Delivered,PayPal
SALE-03913,ACC-02072,ITEM-3005,1,82.23,82.23,2023-07-11,Returned,Debit Card
SALE-03914,ACC-02498,ITEM-3006,1,313.91,313.91,2023-07-12,Processing,Digital Wallet
SALE-03915,ACC-02354,ITEM-3014,1,246.69,246.69,2023-07-12,Completed,Cash on Delivery
SALE-03916,ACC-02358,ITEM-3017,1,107.6,107.6,2023-07-12,Completed,Cash on Delivery
SALE-03917,ACC-02099,ITEM-3003,1,14.26,14.26,2023-07-12,Cancelled,Debit Card
SALE-03918,ACC-02256,ITEM-3009,1,96.29,96.29,2023-07-13,Cancelled,Digital Wallet
SALE-03919,ACC-02385,ITEM-3018,1,26.2,26.2,2023-07-13,Returned,Cash on Delivery
SALE-03920,ACC-02152,ITEM-3013,1,65.55,65.55,2023-07-13,Cancelled,Digital Wallet
SALE-03921,ACC-02002,ITEM-3010,1,46.12,46.12,2023-07-13,Delivered,Digital Wallet
SALE-03922,ACC-02272,ITEM-3005,1,82.23,82.23,2023-07-13,Cancelled,Debit Card
SALE-03923,ACC-02445,ITEM-3005,1,82.23,82.23,2023-07-14,Processing,Debit Card
SALE-03924,ACC-02245,ITEM-3013,1,65.55,65.55,2023-07-14,Processing,Cash on Delivery
SALE-03925,ACC-02004,ITEM-3002,3,19.62,58.87,2023-07-14,Pending,Debit Card
SALE-03926,ACC-02472,ITEM-3012,4,86.4,345.6,2023-07-14,Processing,Bank Transfer
SALE-03927,ACC-02190,ITEM-3016,5,142.57,712.85,2023-07-14,Returned,Debit Card
SALE-03928,ACC-02051,ITEM-3015,1,54.68,54.68,2023-07-14,Pending,PayPal
SALE-03929,ACC-02244,ITEM-3015,1,54.68,54.68,2023-07-14,Cancelled,Credit Card
SALE-03930,ACC-02410,ITEM-3010,1,46.12,46.12,2023-07-15,Pending,Digital Wallet
SALE-03931,ACC-02004,ITEM-3004,1,153.99,153.99,2023-07-15,Processing,Cash on Delivery
SALE-03932,ACC-02120,ITEM-3009,4,96.29,385.16,2023-07-15,Delivered,PayPal
SALE-03933,ACC-02297,ITEM-3002,2,20.75,41.5,2023-07-16,Pending,PayPal
SALE-03934,ACC-02483,ITEM-3001,1,289.35,289.35,2023-07-16,Processing,Digital Wallet
SALE-03935,ACC-02213,ITEM-3007,3,119.53,358.59,2023-07-16,Completed,Debit Card
SALE-03936,ACC-02401,ITEM-3016,1,142.57,142.57,2023-07-16,Pending,Bank Transfer
SALE-03937,ACC-02068,ITEM-3012,1,86.4,86.4,2023-07-16,Cancelled,Bank Transfer
SALE-03938,ACC-02456,ITEM-3001,1,289.35,289.35,2023-07-16,Pending,Credit Card
SALE-03939,ACC-02176,ITEM-3017,3,107.6,322.8,2023-07-16,Cancelled,Digital Wallet
SALE-03940,ACC-02228,ITEM-3006,1,370.64,370.64,2023-07-17,In Transit,Debit Card
SALE-03941,ACC-02456,ITEM-3012,5,86.4,432.0,2023-07-17,In Transit,PayPal
SALE-03942,ACC-02179,ITEM-3019,1,9.01,9.01,2023-07-17,Completed,Digital Wallet
SALE-03943,ACC-02243,ITEM-3015,1,54.68,54.68,2023-07-17,Processing,Digital Wallet
SALE-03944,ACC-02232,ITEM-3006,1,317.54,317.54,2023-07-17,Completed,Debit Card
SALE-03945,ACC-02062,ITEM-3012,4,86.4,345.6,2023-07-17,Delivered,Digital Wallet
SALE-03946,ACC-02421,ITEM-3019,2,9.01,18.02,2023-07-17,Delivered,PayPal
SALE-03947,ACC-02449,ITEM-3018,3,25.64,76.91,2023-07-18,In Transit,Digital Wallet
SALE-03948,ACC-02261,ITEM-3015,1,54.68,54.68,2023-07-18,Processing,Digital Wallet
SALE-03949,ACC-02286,ITEM-3001,1,289.35,289.35,2023-07-18,Returned,Cash on Delivery
SALE-03950,ACC-02093,ITEM-3005,4,82.23,328.92,2023-07-18,Returned,Debit Card
SALE-03951,ACC-02149,ITEM-3010,1,46.12,46.12,2023-07-18,Returned,PayPal
SALE-03952,ACC-02121,ITEM-3020,1,18.67,18.67,2023-07-18,Completed,Digital Wallet
SALE-03953,ACC-02112,ITEM-3001,3,289.35,868.05,2023-07-18,Completed,Digital Wallet
SALE-03954,ACC-02206,ITEM-3016,1,142.57,142.57,2023-07-19,Processing,Cash on Delivery
SALE-03955,ACC-02456,ITEM-3006,1,309.0,309.0,2023-07-19,Processing,Digital Wallet
SALE-03956,ACC-02295,ITEM-3018,1,25.14,25.14,2023-07-19,Completed,Cash on Delivery
SALE-03957,ACC-02422,ITEM-3012,1,73.55,73.55,2023-07-19,Completed,Credit Card
SALE-03958,ACC-02083,ITEM-3014,1,246.69,246.69,2023-07-20,In Transit,Bank Transfer
SALE-03959,ACC-02182,ITEM-3016,1,142.57,142.57,2023-07-20,Completed,Debit Card
SALE-03960,ACC-02473,ITEM-3016,1,142.57,142.57,2023-07-20,Cancelled,Credit Card
SALE-03961,ACC-02413,ITEM-3002,1,20.75,20.75,2023-07-20,Processing,Debit Card
SALE-03962,ACC-02251,ITEM-3013,1,65.55,65.55,2023-07-20,Delivered,Cash on Delivery
SALE-03963,ACC-02323,ITEM-3019,1,9.01,9.01,2023-07-21,Processing,Digital Wallet
SALE-03964,ACC-02064,ITEM-3013,1,65.55,65.55,2023-07-21,Delivered,PayPal
SALE-03965,ACC-02434,ITEM-3006,1,370.64,370.64,2023-07-21,Pending,Bank Transfer
SALE-03966,ACC-02366,ITEM-3013,1,62.97,62.97,2023-07-21,Pending,Digital Wallet
SALE-03967,ACC-02422,ITEM-3020,1,18.67,18.67,2023-07-21,Returned,Bank Transfer
SALE-03968,ACC-02115,ITEM-3018,1,26.2,26.2,2023-07-21,Pending,Credit Card
SALE-03969,ACC-02243,ITEM-3010,1,46.12,46.12,2023-07-21,Delivered,Debit Card
SALE-03970,ACC-02324,ITEM-3008,1,32.55,32.55,2023-07-22,Cancelled,Cash on Delivery
SALE-03971,ACC-02402,ITEM-3002,3,18.25,54.75,2023-07-22,Returned,Debit Card
SALE-03972,ACC-02487,ITEM-3003,1,14.26,14.26,2023-07-22,Processing,Cash on Delivery
