dataset1,dataset2,column1,column2,similarity
third_customers,third_sales,postal_code,item_price,0.03993783378471158
third_products,third_sales,retail_price,item_code,0.03993783378471158
legacy_customers,legacy_products,last_name,product_sku,0.03991857829489168
legacy_customers,legacy_products,first_name,product_sku,0.03991857829489168
third_customers,third_products,state_province,item_code,0.03991819112935592
third_customers,third_products,contact_number,item_code,0.03991819112935592
third_customers,third_products,account_id,retail_price,0.03990102377552763
third_customers,third_products,account_id,product_dimensions,0.03990102377552763
third_customers,third_products,postal_code,category_name,0.03990102377552763
third_customers,third_products,customer_name,retail_price,0.03990102377552763
third_customers,third_products,customer_name,product_dimensions,0.03990102377552763
third_customers,third_products,city_name,product_dimensions,0.03990102377552763
third_customers,third_products,city_name,retail_price,0.03990102377552763
legacy_customers,legacy_products,customer_id,product_category,0.039900651115502624
legacy_products,legacy_sales,product_category,customer_id,0.039900651115502624
legacy_customers,legacy_sales,email_address,order_date,0.03988108724676762
legacy_customers,legacy_sales,customer_id,shipping_address,0.039880386187853605
legacy_customers,legacy_sales,customer_id,shipping_status,0.039880386187853605
third_customers,third_sales,country_code,account_id,0.03987843469869116
modern_customers,modern_sales,full_name,user_id,0.03984294862889757
third_customers,third_products,email_addr,brand_name,0.03981545749486278
third_products,third_sales,brand_name,payment_option,0.03981545749486278
third_customers,third_sales,postal_code,sale_total,0.03979947124940643
third_products,third_sales,product_dimensions,sale_total,0.03979947124940643
third_products,third_sales,retail_price,sale_total,0.03979947124940643
third_customers,third_products,country_code,item_weight,0.03978042991589856
modern_customers,modern_sales,shipping_city,user_id,0.03974503105626225
modern_customers,modern_sales,shipping_zip,user_id,0.039745031056262245
third_products,third_sales,item_weight,account_id,0.039745031056262245
modern_customers,modern_sales,shipping_state,user_id,0.039745031056262245
legacy_customers,legacy_sales,street_address,order_id,0.039736041210834266
legacy_customers,legacy_sales,registration_date,order_id,0.039736041210834266
third_products,third_sales,availability_status,item_price,0.039691871404257464
third_customers,third_sales,membership_status,item_price,0.039691871404257464
third_customers,third_sales,membership_status,item_code,0.039691871404257464
third_customers,third_sales,signup_date,item_price,0.039691871404257464
third_customers,third_sales,signup_date,item_code,0.039691871404257464
third_products,third_sales,availability_status,item_code,0.039691871404257464
legacy_products,legacy_sales,product_category,shipping_address,0.039673784727918195
legacy_products,legacy_sales,product_category,shipping_status,0.039673784727918195
third_customers,third_sales,country_code,customer_address,0.03965971854311593
third_products,third_sales,category_name,delivery_status,0.03965528809433647
third_customers,third_sales,customer_name,delivery_status,0.03965528809433647
third_customers,third_products,membership_status,category_name,0.03965528809433647
third_customers,third_products,city_name,availability_status,0.03965528809433647
third_customers,third_sales,city_name,delivery_status,0.03965528809433647
third_customers,third_products,signup_date,category_name,0.03965528809433647
third_customers,third_products,customer_name,availability_status,0.03965528809433647
third_customers,third_products,account_id,availability_status,0.03965528809433647
third_customers,third_sales,account_id,delivery_status,0.03965528809433647
legacy_customers,legacy_sales,last_name,order_date,0.03964868981657543
legacy_customers,legacy_sales,first_name,order_date,0.03964868981657543
modern_customers,modern_sales,account_created,transaction_id,0.03964719220849389
modern_products,modern_sales,weight_kg,transaction_id,0.03964719220849389
modern_customers,modern_sales,prime_member,transaction_id,0.03964719220849389
legacy_customers,legacy_sales,phone_number,order_id,0.03964708568410841
third_customers,third_sales,state_province,sale_date,0.03964205196300105
third_products,third_sales,stock_level,sale_date,0.03964205196300105
third_customers,third_sales,contact_number,sale_date,0.03964205196300105
legacy_customers,legacy_sales,email_address,customer_id,0.03964034644026027
legacy_products,legacy_sales,product_name,total_amount,0.03955521677680746
third_customers,third_sales,signup_date,sale_total,0.039554360992748824
third_products,third_sales,availability_status,sale_total,0.039554360992748824
third_customers,third_sales,membership_status,sale_total,0.039554360992748824
modern_customers,modern_sales,full_name,transaction_total,0.039532805615770654
modern_customers,modern_sales,user_id,transaction_total,0.039532805615770654
third_products,third_sales,item_weight,customer_address,0.03952704656259984
modern_customers,modern_sales,shipping_city,transaction_total,0.039435650247039926
modern_customers,modern_sales,shipping_state,transaction_total,0.03943565024703992
modern_customers,modern_sales,shipping_zip,transaction_total,0.03943565024703992
legacy_customers,legacy_products,email_address,product_category,0.03943498851297426
legacy_customers,legacy_sales,email_address,shipping_status,0.039414960088206406
legacy_customers,legacy_sales,first_name,customer_id,0.039409351869133295
legacy_customers,legacy_sales,last_name,customer_id,0.039409351869133295
third_customers,third_products,state_province,brand_name,0.039397279821622756
third_customers,third_products,contact_number,brand_name,0.039397279821622756
third_customers,third_sales,email_addr,item_code,0.03938159717962053
third_customers,third_sales,email_addr,item_price,0.03938159717962053
third_customers,third_products,email_addr,category_name,0.039345299844074616
third_customers,third_sales,account_id,payment_option,0.039345299844074616
third_customers,third_sales,customer_name,payment_option,0.039345299844074616
third_products,third_sales,category_name,payment_option,0.039345299844074616
third_customers,third_sales,city_name,payment_option,0.039345299844074616
third_customers,third_sales,country_code,order_quantity,0.039339240054316604
third_customers,third_products,address_line,item_code,0.03929789809377504
legacy_products,legacy_sales,product_sku,unit_price,0.0392800694204672
legacy_customers,legacy_products,zip_code,product_sku,0.0392800694204672
third_customers,third_sales,email_addr,sale_total,0.039245161696927315
third_customers,third_products,country_code,retail_price,0.039241293725160324
third_customers,third_products,country_code,product_dimensions,0.039241293725160324
third_products,third_sales,item_weight,order_quantity,0.03920764015694642
modern_customers,modern_products,full_name,product_condition,0.03920637461917125
modern_customers,modern_products,full_name,current_price,0.03920637461917125
third_products,third_sales,retail_price,account_id,0.03920637461917125
modern_customers,modern_products,user_id,current_price,0.03920637461917125
modern_customers,modern_products,user_id,product_condition,0.03920637461917125
third_customers,third_sales,postal_code,account_id,0.03920637461917125
third_products,third_sales,product_dimensions,account_id,0.03920637461917125
modern_products,modern_sales,product_condition,user_id,0.03920637461917125
modern_products,modern_sales,current_price,user_id,0.03920637461917125
legacy_customers,legacy_products,last_name,product_category,0.03920519061570613
legacy_customers,legacy_products,first_name,product_category,0.03920519061570613
legacy_customers,legacy_sales,first_name,shipping_status,0.03918527890175958
legacy_customers,legacy_sales,first_name,shipping_address,0.03918527890175958
legacy_customers,legacy_sales,last_name,shipping_address,0.03918527890175958
legacy_customers,legacy_sales,last_name,shipping_status,0.03918527890175958
modern_customers,modern_products,shipping_city,product_condition,0.0391100214835061
modern_customers,modern_products,shipping_city,current_price,0.0391100214835061
third_customers,third_products,postal_code,item_weight,0.03911002148350609
modern_customers,modern_products,shipping_state,product_condition,0.03911002148350609
modern_customers,modern_products,shipping_zip,current_price,0.03911002148350609
modern_customers,modern_products,shipping_state,current_price,0.03911002148350609
modern_customers,modern_products,shipping_zip,product_condition,0.03911002148350609
legacy_customers,legacy_products,street_address,product_sku,0.03903788714146991
legacy_customers,legacy_products,registration_date,product_sku,0.03903788714146991
modern_customers,modern_sales,loyalty_tier,transaction_id,0.0390311102540894
third_customers,third_sales,address_line,sale_date,0.03902604988342031
legacy_products,legacy_sales,list_price,order_date,0.03901449788418323
legacy_customers,legacy_sales,zip_code,order_date,0.03901449788418323
legacy_products,legacy_sales,weight_lbs,order_id,0.03901055374264364
legacy_customers,legacy_sales,premium_member,order_id,0.03901055374264364
third_customers,third_products,country_code,availability_status,0.038999621077896354
third_customers,third_sales,country_code,delivery_status,0.038999621077896354
third_customers,third_sales,postal_code,customer_address,0.03899134442564591
third_products,third_sales,retail_price,customer_address,0.03899134442564591
third_products,third_sales,product_dimensions,customer_address,0.03899134442564591
third_customers,third_sales,state_province,item_code,0.038967976296847194
third_customers,third_sales,state_province,item_price,0.038967976296847194
third_customers,third_sales,contact_number,item_price,0.038967976296847194
third_customers,third_sales,contact_number,item_code,0.038967976296847194
third_products,third_sales,stock_level,item_price,0.038967976296847194
third_products,third_sales,stock_level,item_code,0.038967976296847194
third_products,third_sales,availability_status,account_id,0.03896491702579525
third_customers,third_sales,signup_date,account_id,0.03896491702579525
third_customers,third_sales,membership_status,account_id,0.03896491702579525
legacy_customers,legacy_products,phone_number,product_sku,0.038950494545048224
third_customers,third_products,state_province,category_name,0.03893206018849992
third_customers,third_products,customer_name,stock_level,0.03893206018849992
third_customers,third_products,city_name,stock_level,0.03893206018849992
third_customers,third_products,contact_number,category_name,0.03893206018849992
third_customers,third_products,account_id,stock_level,0.03893206018849992
modern_products,modern_sales,current_price,transaction_total,0.038901186786025964
modern_products,modern_sales,product_condition,transaction_total,0.038901186786025964
modern_products,modern_sales,stock_quantity,user_id,0.03887778470381324
modern_customers,modern_products,full_name,stock_quantity,0.03887778470381324
modern_customers,modern_products,user_id,stock_quantity,0.03887778470381324
third_customers,third_products,signup_date,item_weight,0.038869157293536495
third_products,third_sales,item_weight,delivery_status,0.038869157293536495
third_customers,third_products,membership_status,item_weight,0.038869157293536495
third_products,third_sales,stock_level,sale_total,0.03883297378205865
third_customers,third_sales,contact_number,sale_total,0.03883297378205865
third_customers,third_sales,state_province,sale_total,0.03883297378205865
third_customers,third_products,address_line,brand_name,0.03878508128249076
modern_customers,modern_products,shipping_city,stock_quantity,0.038782239106947586
modern_customers,modern_products,shipping_state,stock_quantity,0.03878223910694758
modern_customers,modern_products,shipping_zip,stock_quantity,0.03878223910694758
legacy_products,legacy_sales,list_price,customer_id,0.03877898821444926
legacy_customers,legacy_sales,customer_id,unit_price,0.03877898821444926
legacy_customers,legacy_sales,zip_code,customer_id,0.03877898821444926
legacy_customers,legacy_products,customer_id,list_price,0.03877898821444926
legacy_customers,legacy_sales,street_address,order_date,0.03877395299332815
third_customers,third_sales,membership_status,customer_address,0.038751211123881565
third_products,third_sales,availability_status,customer_address,0.038751211123881565
third_customers,third_sales,signup_date,customer_address,0.038751211123881565
legacy_products,legacy_sales,product_sku,payment_method,0.038732388565727846
third_customers,third_sales,country_code,payment_option,0.03869475822404309
legacy_customers,legacy_sales,phone_number,order_date,0.03868715125599693
third_products,third_sales,retail_price,order_quantity,0.03867626687096785
third_products,third_sales,product_dimensions,order_quantity,0.03867626687096785
third_customers,third_sales,postal_code,order_quantity,0.03867626687096785
third_customers,third_sales,email_addr,account_id,0.038660325456023
modern_customers,modern_sales,user_id,payment_type,0.038660325456023
modern_customers,modern_sales,full_name,payment_type,0.038660325456023
third_customers,third_products,postal_code,retail_price,0.038579971203836265
third_customers,third_products,postal_code,product_dimensions,0.038579971203836265
legacy_customers,legacy_products,zip_code,product_category,0.03857809257762708
legacy_products,legacy_sales,product_category,unit_price,0.03857809257762708
modern_products,modern_sales,stock_quantity,transaction_total,0.03857515465993655
modern_customers,modern_sales,shipping_city,payment_type,0.03856531428450545
modern_customers,modern_sales,shipping_state,payment_type,0.03856531428450544
third_products,third_sales,item_weight,payment_option,0.03856531428450544
third_customers,third_products,email_addr,item_weight,0.03856531428450544
modern_customers,modern_sales,shipping_zip,payment_type,0.03856531428450544
legacy_products,legacy_sales,list_price,shipping_status,0.03855849935713903
legacy_products,legacy_sales,list_price,shipping_address,0.03855849935713903
legacy_customers,legacy_sales,zip_code,shipping_status,0.03855849935713903
legacy_customers,legacy_sales,zip_code,shipping_address,0.03855849935713903
legacy_customers,legacy_sales,street_address,customer_id,0.03853989536452444
legacy_customers,legacy_sales,registration_date,customer_id,0.03853989536452444
legacy_customers,legacy_sales,customer_id,product_sku,0.038453617602884314
legacy_customers,legacy_sales,phone_number,customer_id,0.038453617602884314
third_customers,third_sales,email_addr,customer_address,0.03844829010857477
third_customers,third_sales,membership_status,order_quantity,0.03843807401559311
third_products,third_sales,availability_status,order_quantity,0.03843807401559311
third_customers,third_sales,signup_date,order_quantity,0.03843807401559311
legacy_products,legacy_sales,is_active,order_id,0.03840372764922906
legacy_products,legacy_sales,inventory_count,order_id,0.03840372764922906
third_customers,third_sales,address_line,item_price,0.038362448751040154
third_customers,third_sales,address_line,item_code,0.038362448751040154
third_customers,third_products,membership_status,retail_price,0.03834237139794045
third_customers,third_products,signup_date,product_dimensions,0.03834237139794045
third_customers,third_products,signup_date,retail_price,0.03834237139794045
third_customers,third_products,membership_status,product_dimensions,0.03834237139794045
third_products,third_sales,retail_price,delivery_status,0.03834237139794045
third_customers,third_sales,postal_code,delivery_status,0.03834237139794045
third_products,third_sales,product_dimensions,delivery_status,0.03834237139794045
third_customers,third_products,postal_code,availability_status,0.03834237139794045
legacy_customers,legacy_products,registration_date,product_category,0.038340238354921716
legacy_customers,legacy_products,street_address,product_category,0.038340238354921716
third_customers,third_products,address_line,category_name,0.03832709074693665
legacy_customers,legacy_sales,email_address,unit_price,0.038326416036539586
legacy_customers,legacy_products,email_address,list_price,0.038326416036539586
legacy_customers,legacy_products,premium_member,product_sku,0.03832514633884425
legacy_customers,legacy_sales,registration_date,shipping_status,0.03832076593693887
legacy_customers,legacy_sales,registration_date,shipping_address,0.03832076593693887
legacy_customers,legacy_sales,street_address,shipping_status,0.03832076593693887
third_customers,third_products,country_code,stock_level,0.03828835114049261
legacy_products,legacy_sales,product_category,product_sku,0.038254407557647245
legacy_customers,legacy_products,phone_number,product_category,0.038254407557647245
modern_customers,modern_sales,user_id,product_asin,0.03825428001630935
modern_customers,modern_sales,prime_member,user_id,0.03825428001630935
modern_customers,modern_products,user_id,weight_kg,0.03825428001630935
third_customers,third_sales,state_province,account_id,0.03825428001630935
modern_customers,modern_sales,account_created,user_id,0.03825428001630935
modern_customers,modern_sales,full_name,product_asin,0.03825428001630935
third_products,third_sales,stock_level,account_id,0.03825428001630935
third_customers,third_sales,contact_number,account_id,0.03825428001630935
modern_customers,modern_products,full_name,weight_kg,0.03825428001630935
modern_products,modern_sales,weight_kg,user_id,0.03825428001630935
legacy_customers,legacy_sales,customer_id,payment_method,0.0382382939202546
legacy_customers,legacy_sales,phone_number,shipping_address,0.038234978731807596
legacy_customers,legacy_sales,phone_number,shipping_status,0.038234978731807596
third_customers,third_sales,address_line,sale_total,0.0382295440547484
modern_customers,modern_sales,shipping_city,product_asin,0.038160266737397766
modern_customers,modern_products,shipping_city,weight_kg,0.038160266737397766
modern_customers,modern_sales,shipping_zip,product_asin,0.03816026673739776
modern_customers,modern_products,shipping_zip,weight_kg,0.03816026673739776
third_customers,third_products,contact_number,item_weight,0.03816026673739776
third_customers,third_products,state_province,item_weight,0.03816026673739776
modern_customers,modern_products,shipping_state,weight_kg,0.03816026673739776
modern_customers,modern_sales,shipping_state,product_asin,0.03816026673739776
third_customers,third_sales,email_addr,order_quantity,0.038137600815671226
third_customers,third_sales,signup_date,delivery_status,0.038106234881570264
third_customers,third_products,signup_date,availability_status,0.038106234881570264
legacy_customers,legacy_sales,first_name,unit_price,0.03810307807836768
legacy_customers,legacy_products,first_name,list_price,0.03810307807836768
legacy_customers,legacy_sales,last_name,unit_price,0.03810307807836768
legacy_customers,legacy_products,last_name,list_price,0.03810307807836768
legacy_products,legacy_sales,weight_lbs,order_date,0.03806603101288682
legacy_customers,legacy_sales,premium_member,order_date,0.03806603101288682
third_products,third_sales,stock_level,customer_address,0.038044471654404416
third_customers,third_sales,state_province,customer_address,0.038044471654404416
third_customers,third_sales,contact_number,customer_address,0.038044471654404416
modern_products,modern_sales,product_condition,payment_type,0.03804264631229077
third_products,third_sales,product_dimensions,payment_option,0.03804264631229077
third_customers,third_products,email_addr,retail_price,0.03804264631229077
third_customers,third_products,email_addr,product_dimensions,0.03804264631229077
third_products,third_sales,retail_price,payment_option,0.03804264631229077
modern_products,modern_sales,current_price,payment_type,0.03804264631229077
third_customers,third_sales,postal_code,payment_option,0.03804264631229077
legacy_products,legacy_sales,product_category,payment_method,0.0380401993653987
legacy_customers,legacy_sales,email_address,product_sku,0.038004842679443714
modern_customers,modern_sales,account_created,transaction_total,0.03795650341900566
modern_products,modern_sales,weight_kg,transaction_total,0.03795650341900566
modern_customers,modern_sales,prime_member,transaction_total,0.03795650341900566
legacy_products,legacy_sales,weight_lbs,customer_id,0.03783624673068124
legacy_customers,legacy_products,customer_id,weight_lbs,0.03783624673068124
legacy_customers,legacy_sales,premium_member,customer_id,0.03783624673068124
third_customers,third_sales,email_addr,delivery_status,0.037808355692118795
third_customers,third_sales,membership_status,payment_option,0.037808355692118795
third_customers,third_products,email_addr,availability_status,0.037808355692118795
third_products,third_sales,availability_status,payment_option,0.037808355692118795
third_customers,third_sales,signup_date,payment_option,0.037808355692118795
legacy_customers,legacy_sales,email_address,payment_method,0.03779203194293483
legacy_customers,legacy_sales,last_name,product_sku,0.0377833786125563
legacy_customers,legacy_sales,first_name,product_sku,0.0377833786125563
third_products,third_sales,stock_level,order_quantity,0.037737045499331795
third_customers,third_sales,state_province,order_quantity,0.037737045499331795
third_customers,third_sales,contact_number,order_quantity,0.037737045499331795
legacy_products,legacy_sales,product_sku,total_amount,0.037728982055051465
modern_products,modern_sales,stock_quantity,payment_type,0.037723809642153
modern_customers,modern_sales,loyalty_tier,user_id,0.03765984267323477
modern_customers,modern_sales,full_name,promotion_applied,0.03765984267323477
modern_customers,modern_sales,user_id,promotion_applied,0.03765984267323477
third_customers,third_sales,address_line,account_id,0.03765984267323477
modern_customers,modern_sales,full_name,fulfillment_channel,0.03765984267323477
modern_customers,modern_sales,user_id,fulfillment_channel,0.03765984267323477
third_customers,third_products,state_province,product_dimensions,0.03764308829337765
modern_products,modern_sales,current_price,product_asin,0.03764308829337765
third_customers,third_products,contact_number,product_dimensions,0.03764308829337765
modern_products,modern_sales,product_condition,product_asin,0.03764308829337765
third_customers,third_products,postal_code,stock_level,0.03764308829337765
modern_customers,modern_products,prime_member,current_price,0.03764308829337765
third_customers,third_products,contact_number,retail_price,0.03764308829337765
modern_customers,modern_products,account_created,current_price,0.03764308829337765
third_customers,third_products,state_province,retail_price,0.03764308829337765
modern_customers,modern_products,prime_member,product_condition,0.03764308829337765
modern_customers,modern_products,account_created,product_condition,0.03764308829337765
legacy_customers,legacy_products,premium_member,product_category,0.03764023499257485
legacy_customers,legacy_sales,premium_member,shipping_address,0.03762111809554457
legacy_customers,legacy_sales,premium_member,shipping_status,0.03762111809554457
legacy_products,legacy_sales,weight_lbs,shipping_address,0.03762111809554457
legacy_products,legacy_sales,weight_lbs,shipping_status,0.03762111809554457
legacy_customers,legacy_sales,first_name,payment_method,0.037571807979356935
legacy_customers,legacy_sales,last_name,payment_method,0.037571807979356935
modern_customers,modern_sales,shipping_zip,promotion_applied,0.037567290276705655
modern_customers,modern_sales,shipping_state,promotion_applied,0.037567290276705655
modern_customers,modern_sales,shipping_city,fulfillment_channel,0.037567290276705655
modern_customers,modern_sales,shipping_city,promotion_applied,0.037567290276705655
modern_customers,modern_sales,shipping_zip,fulfillment_channel,0.037567290276705655
modern_customers,modern_sales,shipping_state,fulfillment_channel,0.037567290276705655
third_customers,third_products,address_line,item_weight,0.037567290276705655
third_customers,third_sales,email_addr,payment_option,0.03751280504579902
legacy_customers,legacy_products,zip_code,list_price,0.03749360863994732
legacy_customers,legacy_sales,zip_code,unit_price,0.03749360863994732
legacy_products,legacy_sales,inventory_count,order_date,0.03747389738044115
legacy_products,legacy_sales,is_active,order_date,0.03747389738044115
third_customers,third_sales,address_line,customer_address,0.0374532945458749
third_products,third_sales,stock_level,delivery_status,0.0374112584035996
third_customers,third_products,state_province,availability_status,0.0374112584035996
third_customers,third_sales,state_province,delivery_status,0.0374112584035996
third_customers,third_products,signup_date,stock_level,0.0374112584035996
third_customers,third_products,membership_status,stock_level,0.0374112584035996
third_customers,third_sales,contact_number,delivery_status,0.0374112584035996
third_customers,third_products,contact_number,availability_status,0.0374112584035996
legacy_customers,legacy_products,email_address,weight_lbs,0.03739467686578075
modern_customers,modern_sales,loyalty_tier,transaction_total,0.037366693258281805
modern_customers,modern_products,account_created,stock_quantity,0.037327600332139665
modern_products,modern_sales,stock_quantity,product_asin,0.037327600332139665
modern_customers,modern_products,prime_member,stock_quantity,0.037327600332139665
legacy_customers,legacy_sales,street_address,unit_price,0.03726244083087203
legacy_customers,legacy_products,registration_date,list_price,0.03726244083087203
legacy_customers,legacy_products,street_address,list_price,0.03726244083087203
legacy_customers,legacy_sales,registration_date,unit_price,0.03726244083087203
legacy_products,legacy_sales,is_active,customer_id,0.03724768749246794
legacy_customers,legacy_sales,customer_id,total_amount,0.03724768749246794
legacy_products,legacy_sales,inventory_count,customer_id,0.03724768749246794
legacy_customers,legacy_products,customer_id,inventory_count,0.03724768749246794
legacy_customers,legacy_products,customer_id,is_active,0.03724768749246794
legacy_customers,legacy_products,phone_number,list_price,0.03717902285690693
legacy_customers,legacy_sales,phone_number,unit_price,0.03717902285690693
legacy_products,legacy_sales,list_price,product_sku,0.03717902285690693
legacy_customers,legacy_sales,zip_code,product_sku,0.03717902285690693
legacy_customers,legacy_products,last_name,weight_lbs,0.03717676839320822
legacy_customers,legacy_products,first_name,weight_lbs,0.03717676839320822
third_customers,third_sales,address_line,order_quantity,0.037150645518661825
modern_products,modern_sales,weight_kg,payment_type,0.037118811895455774
third_customers,third_sales,contact_number,payment_option,0.037118811895455774
modern_customers,modern_sales,account_created,payment_type,0.037118811895455774
third_customers,third_products,email_addr,stock_level,0.037118811895455774
third_customers,third_sales,state_province,payment_option,0.037118811895455774
modern_customers,modern_sales,prime_member,payment_type,0.037118811895455774
third_products,third_sales,stock_level,payment_option,0.037118811895455774
modern_customers,modern_products,loyalty_tier,current_price,0.03705814832376648
modern_customers,modern_products,loyalty_tier,product_condition,0.03705814832376648
modern_products,modern_sales,product_condition,promotion_applied,0.03705814832376648
modern_products,modern_sales,product_condition,fulfillment_channel,0.03705814832376648
third_customers,third_products,address_line,retail_price,0.03705814832376648
third_customers,third_products,address_line,product_dimensions,0.03705814832376648
modern_products,modern_sales,current_price,promotion_applied,0.03705814832376648
modern_products,modern_sales,current_price,fulfillment_channel,0.03705814832376648
legacy_products,legacy_sales,product_category,total_amount,0.03705472480201371
legacy_products,legacy_sales,is_active,shipping_address,0.03703590527661315
legacy_products,legacy_sales,inventory_count,shipping_status,0.03703590527661315
legacy_products,legacy_sales,inventory_count,shipping_address,0.03703590527661315
legacy_products,legacy_sales,is_active,shipping_status,0.03703590527661315
legacy_customers,legacy_sales,zip_code,payment_method,0.03697083635542357
legacy_products,legacy_sales,list_price,payment_method,0.03697083635542357
legacy_customers,legacy_sales,street_address,product_sku,0.03694979463457375
legacy_customers,legacy_sales,registration_date,product_sku,0.03694979463457375
legacy_customers,legacy_sales,phone_number,product_sku,0.03686707656946275
third_customers,third_sales,address_line,delivery_status,0.03682992086340721
third_customers,third_products,address_line,availability_status,0.03682992086340721
legacy_customers,legacy_sales,email_address,total_amount,0.03681298643845013
legacy_customers,legacy_products,email_address,is_active,0.03681298643845013
legacy_customers,legacy_products,email_address,inventory_count,0.03681298643845013
modern_customers,modern_products,loyalty_tier,stock_quantity,0.03674756276365512
modern_products,modern_sales,stock_quantity,promotion_applied,0.03674756276365512
modern_products,modern_sales,stock_quantity,fulfillment_channel,0.03674756276365512
legacy_customers,legacy_sales,street_address,payment_method,0.03674289171232356
legacy_customers,legacy_sales,registration_date,payment_method,0.03674289171232356
modern_customers,modern_products,prime_member,weight_kg,0.0367289568148284
modern_customers,modern_sales,account_created,product_asin,0.0367289568148284
third_customers,third_products,state_province,stock_level,0.0367289568148284
modern_customers,modern_products,account_created,weight_kg,0.0367289568148284
third_customers,third_products,contact_number,stock_level,0.0367289568148284
modern_customers,modern_sales,prime_member,product_asin,0.0367289568148284
modern_products,modern_sales,weight_kg,product_asin,0.0367289568148284
legacy_customers,legacy_sales,phone_number,payment_method,0.03666063683272046
legacy_customers,legacy_products,first_name,inventory_count,0.03659846762673721
legacy_customers,legacy_sales,first_name,total_amount,0.03659846762673721
legacy_customers,legacy_sales,last_name,total_amount,0.03659846762673721
legacy_customers,legacy_products,first_name,is_active,0.03659846762673721
legacy_customers,legacy_products,last_name,inventory_count,0.03659846762673721
legacy_customers,legacy_products,last_name,is_active,0.03659846762673721
legacy_customers,legacy_sales,premium_member,unit_price,0.03658211553843647
legacy_customers,legacy_products,zip_code,weight_lbs,0.03658211553843647
legacy_products,legacy_sales,weight_lbs,unit_price,0.03658211553843647
legacy_customers,legacy_products,premium_member,list_price,0.03658211553843647
third_customers,third_sales,address_line,payment_option,0.03654201871278935
modern_customers,modern_sales,loyalty_tier,payment_type,0.03654201871278935
legacy_customers,legacy_products,street_address,weight_lbs,0.03635656756353844
legacy_customers,legacy_products,registration_date,weight_lbs,0.03635656756353844
legacy_products,legacy_sales,weight_lbs,product_sku,0.03627517753275004
legacy_customers,legacy_products,phone_number,weight_lbs,0.03627517753275004
legacy_customers,legacy_sales,premium_member,product_sku,0.03627517753275004
modern_customers,modern_products,loyalty_tier,weight_kg,0.03615822163189987
modern_products,modern_sales,weight_kg,promotion_applied,0.03615822163189987
modern_customers,modern_sales,loyalty_tier,product_asin,0.03615822163189987
modern_customers,modern_sales,account_created,fulfillment_channel,0.03615822163189987
third_customers,third_products,address_line,stock_level,0.03615822163189987
modern_customers,modern_sales,account_created,promotion_applied,0.03615822163189987
modern_customers,modern_sales,prime_member,promotion_applied,0.03615822163189987
modern_customers,modern_sales,prime_member,fulfillment_channel,0.03615822163189987
modern_products,modern_sales,weight_kg,fulfillment_channel,0.03615822163189987
legacy_customers,legacy_sales,premium_member,payment_method,0.036072052175467335
legacy_products,legacy_sales,weight_lbs,payment_method,0.036072052175467335
legacy_products,legacy_sales,is_active,unit_price,0.03601306485519113
legacy_customers,legacy_products,zip_code,inventory_count,0.03601306485519113
legacy_customers,legacy_products,zip_code,is_active,0.03601306485519113
legacy_products,legacy_sales,inventory_count,unit_price,0.03601306485519113
legacy_products,legacy_sales,list_price,total_amount,0.03601306485519113
legacy_customers,legacy_sales,zip_code,total_amount,0.03601306485519113
legacy_customers,legacy_products,registration_date,inventory_count,0.0357910253769268
legacy_customers,legacy_sales,street_address,total_amount,0.0357910253769268
legacy_customers,legacy_products,registration_date,is_active,0.0357910253769268
legacy_customers,legacy_sales,registration_date,total_amount,0.0357910253769268
legacy_customers,legacy_products,street_address,is_active,0.0357910253769268
legacy_customers,legacy_products,street_address,inventory_count,0.0357910253769268
legacy_customers,legacy_products,phone_number,is_active,0.03571090140338927
legacy_customers,legacy_products,phone_number,inventory_count,0.03571090140338927
legacy_customers,legacy_sales,phone_number,total_amount,0.03571090140338927
legacy_products,legacy_sales,inventory_count,product_sku,0.03571090140338927
legacy_products,legacy_sales,is_active,product_sku,0.03571090140338927
legacy_customers,legacy_products,premium_member,weight_lbs,0.03569278140492681
modern_customers,modern_sales,loyalty_tier,fulfillment_channel,0.03559635516393852
modern_customers,modern_sales,loyalty_tier,promotion_applied,0.03559635516393852
legacy_products,legacy_sales,is_active,payment_method,0.03551093574919221
legacy_products,legacy_sales,inventory_count,payment_method,0.03551093574919221
legacy_customers,legacy_sales,premium_member,total_amount,0.035137564700084806
legacy_customers,legacy_products,premium_member,inventory_count,0.035137564700084806
legacy_customers,legacy_products,premium_member,is_active,0.035137564700084806
legacy_products,legacy_sales,weight_lbs,total_amount,0.035137564700084806
legacy_products,legacy_sales,is_active,total_amount,0.034590984632041674
legacy_products,legacy_sales,inventory_count,total_amount,0.034590984632041674
modern_customers,modern_sales,user_id,price_per_item,0.029973444147772522
modern_customers,modern_sales,full_name,price_per_item,0.029973444147772522
modern_customers,modern_sales,shipping_city,price_per_item,0.029899781755919792
modern_customers,modern_sales,shipping_zip,price_per_item,0.02989978175591979
modern_customers,modern_sales,shipping_state,price_per_item,0.02989978175591979
modern_products,modern_sales,product_condition,price_per_item,0.029494556008639754
modern_products,modern_sales,current_price,price_per_item,0.029494556008639754
modern_products,modern_sales,stock_quantity,price_per_item,0.029247361164522184
modern_customers,modern_sales,prime_member,price_per_item,0.028778304943286148
modern_customers,modern_sales,account_created,price_per_item,0.028778304943286148
modern_products,modern_sales,weight_kg,price_per_item,0.028778304943286148
